unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location.latitude,location.longitude,location.human_address,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,facility_type,road_ramp,due_date,vehicle_type,taxi_company_borough
51945357,2021-09-22T01:45:17Z,2021-09-22T02:35:44Z,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11419,95-51 113 STREET,113 STREET,95 AVENUE,101 AVENUE,95 AVENUE,101 AVENUE,ADDRESS,SOUTH RICHMOND HILL,113 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2021-09-22T06:35:50Z,09 QUEENS,4094150068,QUEENS,1030833,190957,ONLINE,Unspecified,QUEENS,40.690687034671306,-73.83202400792506,40.690687034671306,-73.83202400792506,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945358,2021-09-21T20:33:12Z,2021-09-21T22:43:53Z,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11434,127-15 SIDWAY PLACE,SIDWAY PLACE,CARDINAL S SANDIFORD WAY,ZOLLER ROAD,CARDINAL S SANDIFORD WAY,ZOLLER ROAD,ADDRESS,JAMAICA,SIDWAY PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-22T02:43:58Z,12 QUEENS,4124760003,QUEENS,1049883,187882,ONLINE,Unspecified,QUEENS,40.68212612577521,-73.76336089102354,40.68212612577521,-73.76336089102354,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945359,2021-09-21T18:24:00Z,2021-09-21T18:41:34Z,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11418,91-19 120 STREET,120 STREET,91 AVENUE,ATLANTIC AVENUE,91 AVENUE,ATLANTIC AVENUE,ADDRESS,RICHMOND HILL,120 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2021-09-21T22:41:38Z,09 QUEENS,4093520055,QUEENS,1032025,192848,PHONE,Unspecified,QUEENS,40.69587102801343,-73.82771231446182,40.69587102801343,-73.82771231446182,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945361,2021-09-21T14:54:53Z,2021-09-21T15:39:13Z,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10011,262 WEST   22 STREET,WEST   22 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST   22 STREET,Closed,The Police Department issued a summons in response to the complaint.,2021-09-21T19:39:16Z,04 MANHATTAN,1007710072,MANHATTAN,984324,210679,MOBILE,Unspecified,MANHATTAN,40.74494177860465,-73.9997329425229,40.74494177860465,-73.9997329425229,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945365,2021-09-21T21:52:00Z,NA,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),NA,11238,NA,NA,NA,NA,BERGEN STREET,UNDERHILL AVENUE,INTERSECTION,BROOKLYN,NA,Open,NA,NA,08 BROOKLYN,NA,BROOKLYN,993863,186590,PHONE,Unspecified,BROOKLYN,40.67881798898779,-73.96534218755346,40.67881798898779,-73.96534218755346,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945367,2021-09-21T16:01:40Z,2021-09-21T16:44:00Z,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11204,6417 17 AVENUE,17 AVENUE,64 STREET,65 STREET,64 STREET,65 STREET,ADDRESS,BROOKLYN,17 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2021-09-21T20:44:03Z,11 BROOKLYN,3055460005,BROOKLYN,986471,165504,ONLINE,Unspecified,BROOKLYN,40.62094643991632,-73.99199955682937,40.62094643991632,-73.99199955682937,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945368,2021-09-21T17:43:58Z,2021-09-21T18:32:39Z,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10465,3590 EAST TREMONT AVENUE,EAST TREMONT AVENUE,LAFAYETTE AVENUE,DONALD ENGELDRUM WAY,LAFAYETTE AVENUE,DONALD ENGELDRUM WAY,ADDRESS,BRONX,EAST TREMONT AVENUE,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2021-09-21T22:32:43Z,10 BRONX,2055430006,BRONX,1032725,241419,MOBILE,Unspecified,BRONX,40.829181822208795,-73.82483770773422,40.829181822208795,-73.82483770773422,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945369,2021-09-21T17:47:09Z,2021-09-21T18:56:38Z,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11104,38-01 52 STREET,52 STREET,BARNETT AVENUE,39 AVENUE,BARNETT AVENUE,39 AVENUE,ADDRESS,SUNNYSIDE,52 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-21T22:56:41Z,02 QUEENS,4001160020,QUEENS,1008728,212457,MOBILE,Unspecified,QUEENS,40.749788062485926,-73.91165527583088,40.749788062485926,-73.91165527583088,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945370,2021-09-21T20:51:58Z,2021-09-22T00:41:33Z,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11357,160-61 WILLETS POINT BOULEVARD,WILLETS POINT BOULEVARD,19 AVENUE,17 AVENUE,19 AVENUE,17 AVENUE,ADDRESS,WHITESTONE,WILLETS POINT BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2021-09-22T04:42:52Z,07 QUEENS,4047580115,QUEENS,1039292,223999,PHONE,Unspecified,QUEENS,40.78133035949983,-73.80125103568014,40.78133035949983,-73.80125103568014,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945371,2021-09-22T01:42:00Z,NA,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,NA,11217,NA,NA,NA,NA,6 AVENUE,ST JOHNS PLACE,INTERSECTION,BROOKLYN,NA,Open,NA,NA,06 BROOKLYN,NA,BROOKLYN,990736,186083,UNKNOWN,Unspecified,BROOKLYN,40.6774292322171,-73.97661646860364,40.6774292322171,-73.97661646860364,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,N/A,NA,NA,NA,NA
51945374,2021-09-21T21:15:00Z,NA,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),NA,11223,2202 EAST    4 STREET,EAST    4 STREET,AVENUE U,AVENUE V,NA,NA,ADDRESS,BROOKLYN,NA,Open,NA,NA,15 BROOKLYN,3071300025,BROOKLYN,993252,156600,ONLINE,Unspecified,BROOKLYN,40.596502492159345,-73.96758504016456,40.596502492159345,-73.96758504016456,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945375,2021-09-21T12:20:00Z,NA,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,NA,11377,NA,NA,NA,NA,MAURICE AVENUE,69 STREET,INTERSECTION,Woodside,NA,Open,NA,NA,02 QUEENS,NA,QUEENS,1013064,207081,UNKNOWN,Unspecified,QUEENS,40.73501922757096,-73.89602905334505,40.73501922757096,-73.89602905334505,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,N/A,NA,NA,NA,NA
51945376,2021-09-21T16:31:00Z,NA,DSNY,Department of Sanitation,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11204,2009 58 STREET,58 STREET,20 AVENUE,21 AVENUE,NA,NA,ADDRESS,BROOKLYN,NA,Open,The Department of Sanitation is in the process of investigating this complaint.,NA,12 BROOKLYN,3055000078,BROOKLYN,989414,165289,ONLINE,Unspecified,BROOKLYN,40.620355083147324,-73.98139850393498,40.620355083147324,-73.98139850393498,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,DSNY Garage,NA,NA,NA,NA
51945377,2021-09-21T15:49:00Z,NA,DSNY,Department of Sanitation,Missed Collection (All Materials),1 Missed Collection,Sidewalk,10455,542 EAST  148 STREET,EAST  148 STREET,BROOK AVENUE,ST ANNS AVENUE,NA,NA,ADDRESS,BRONX,NA,Open,The Department of Sanitation is in the process of investigating this complaint.,NA,01 BRONX,2022740082,BRONX,1008065,235781,ONLINE,Unspecified,BRONX,40.81380803171267,-73.91396546136542,40.81380803171267,-73.91396546136542,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,DSNY Garage,NA,NA,NA,NA
51945378,2021-09-21T15:12:00Z,NA,DSNY,Department of Sanitation,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11357,148-15 12 AVENUE,12 AVENUE,148 STREET,149 STREET,NA,NA,ADDRESS,Whitestone,NA,Open,The Department of Sanitation is in the process of investigating this complaint.,NA,07 QUEENS,4044840029,QUEENS,1034755,227162,ONLINE,Unspecified,QUEENS,40.790039021193465,-73.81760967822504,40.790039021193465,-73.81760967822504,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,DSNY Garage,NA,NA,NA,NA
51945379,2021-09-21T15:00:00Z,NA,DSNY,Department of Sanitation,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11369,25-18 97 STREET,97 STREET,25 AVENUE,ASTORIA BOULEVARD,NA,NA,ADDRESS,East Elmhurst,NA,Open,The Department of Sanitation is in the process of investigating this complaint.,NA,03 QUEENS,4013700014,QUEENS,1019542,217629,ONLINE,Unspecified,QUEENS,40.76394732101156,-73.87259884770644,40.76394732101156,-73.87259884770644,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,N/A,NA,NA,NA,NA
51945384,2021-09-21T14:02:00Z,NA,DOT,Department of Transportation,Street Light Condition,Street Light Out,NA,11214,1948 76 STREET,76 STREET,19 AVE,20 AVE,NA,NA,ADDRESS,BROOKLYN,NA,Open,NA,NA,11 BROOKLYN,3062390026,BROOKLYN,986050,161847,UNKNOWN,Unspecified,BROOKLYN,40.61090882753483,-73.99351704979526,40.61090882753483,-73.99351704979526,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945386,2021-09-21T15:56:00Z,2021-09-21T16:59:56Z,DOT,Department of Transportation,Broken Parking Meter,Out of Order,Street,11372,37 AVENUE,37 AVENUE,37 AVENUE,82 STREET,37 AVENUE,82 STREET,INTERSECTION,NA,NA,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2021-09-21T21:00:00Z,03 QUEENS,NA,QUEENS,1016305,212450,PHONE,Unspecified,QUEENS,40.74974462861085,-73.88430882302131,40.74974462861085,-73.88430882302131,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945387,2021-09-21T18:56:00Z,NA,DEP,Department of Environmental Protection,Sewer,Manhole Cover Missing (Emergency) (SA3),NA,11232,197A 29 STREET,29 STREET,4 AVE,5 AVE,NA,NA,ADDRESS,BROOKLYN,NA,Open,NA,NA,07 BROOKLYN,3006650057,BROOKLYN,984485,178829,ONLINE,Unspecified,BROOKLYN,40.65752099051882,-73.99915302344823,40.65752099051882,-73.99915302344823,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945388,2021-09-21T14:10:00Z,2021-09-21T14:34:32Z,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10028,175 EAST   82 STREET,EAST   82 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   82 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-09-21T18:34:45Z,08 MANHATTAN,1015110033,MANHATTAN,996283,222192,ONLINE,Unspecified,MANHATTAN,40.77653381885374,-73.95655368500839,40.77653381885374,-73.95655368500839,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945389,2021-09-21T16:28:32Z,NA,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11238,448 CARLTON AVENUE,CARLTON AVENUE,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-21T04:00:00Z,02 BROOKLYN,3020060165,BROOKLYN,992281,188477,ONLINE,Unspecified,BROOKLYN,40.683998951483794,-73.97104353325932,40.683998951483794,-73.97104353325932,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945395,2021-09-21T18:50:00Z,NA,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),NA,11372,90-01 ROOSEVELT AVENUE,ROOSEVELT AVENUE,90 ST,ELMHURST AVE,NA,NA,ADDRESS,Jackson Heights,NA,Open,NA,NA,03 QUEENS,4014780046,QUEENS,1018506,211976,PHONE,Unspecified,QUEENS,40.74843536671315,-73.87636751723817,40.74843536671315,-73.87636751723817,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945396,2021-09-22T03:24:03Z,2021-09-22T03:50:31Z,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10017,225 EAST   44 STREET,EAST   44 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   44 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2021-09-22T07:50:36Z,06 MANHATTAN,1013180014,MANHATTAN,991792,213167,ONLINE,Unspecified,MANHATTAN,40.75176749632701,-73.97277900130813,40.75176749632701,-73.97277900130813,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945397,2021-09-22T02:32:38Z,2021-09-22T02:57:31Z,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11101,41-08 VERNON BOULEVARD,VERNON BOULEVARD,41 AVENUE,KOCH BR PEDESTRIAN AND BIKE PATH,41 AVENUE,KOCH BR PEDESTRIAN AND BIKE PATH,ADDRESS,LONG ISLAND CITY,VERNON BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-22T06:57:40Z,01 QUEENS,4004650001,QUEENS,998747,214724,ONLINE,Unspecified,QUEENS,40.75603239791011,-73.94767328273794,40.75603239791011,-73.94767328273794,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945398,2021-09-22T00:27:56Z,2021-09-22T02:26:18Z,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11356,12-17 121 STREET,121 STREET,12 AVENUE,DEAD END,12 AVENUE,DEAD END,ADDRESS,COLLEGE POINT,121 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-22T06:26:25Z,07 QUEENS,4040420140,QUEENS,1026637,226150,ONLINE,Unspecified,QUEENS,40.787304022061946,-73.84693279201645,40.787304022061946,-73.84693279201645,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945401,2021-09-21T16:25:05Z,NA,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11237,349 LINDEN STREET,LINDEN STREET,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-21T04:00:00Z,04 BROOKLYN,3033280046,BROOKLYN,1008292,194183,PHONE,Unspecified,BROOKLYN,40.69963158861745,-73.91329414572614,40.69963158861745,-73.91329414572614,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945402,2021-09-21T16:00:00Z,2021-09-21T16:00:00Z,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11218,720 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,AVENUE C,CORTELYOU ROAD,NA,NA,ADDRESS,BROOKLYN,NA,Open,The Department of Sanitation is in the process of investigating this complaint.,2021-09-21T16:00:00Z,12 BROOKLYN,3053780028,BROOKLYN,992842,172502,PHONE,Unspecified,BROOKLYN,40.64015058263925,-73.96904115616385,40.64015058263925,-73.96904115616385,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,DSNY Garage,NA,NA,NA,NA
51945403,2021-09-21T16:00:00Z,2021-09-21T16:00:00Z,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,NA,NA,NA,NA,NA,85 STREET,85 STREET,INTERSECTION,NA,NA,Open,The Department of Sanitation is in the process of investigating this complaint.,2021-09-21T16:00:00Z,11 BROOKLYN,NA,BROOKLYN,NA,NA,PHONE,Unspecified,BROOKLYN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51945404,2021-09-22T02:31:22Z,2021-09-22T02:58:21Z,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10462,2075 SAINT RAYMOND AVENUE,SAINT RAYMOND AVENUE,OLMSTEAD AVENUE,ODELL STREET,OLMSTEAD AVENUE,ODELL STREET,ADDRESS,BRONX,ST RAYMOND AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2021-09-22T06:58:30Z,09 BRONX,2039437501,BRONX,1024349,244438,PHONE,Unspecified,BRONX,40.83751009555891,-73.85508590936654,40.83751009555891,-73.85508590936654,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945405,2021-09-21T17:17:07Z,2021-09-21T17:48:15Z,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10465,2761 SAMPSON AVENUE,SAMPSON AVENUE,HUNTINGTON AVENUE,BRINSMADE AVENUE,HUNTINGTON AVENUE,BRINSMADE AVENUE,ADDRESS,BRONX,SAMPSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-21T21:48:19Z,10 BRONX,2055820001,BRONX,1033388,237703,MOBILE,Unspecified,BRONX,40.81897881400645,-73.82246920605138,40.81897881400645,-73.82246920605138,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945406,2021-09-21T20:28:54Z,2021-09-21T22:02:30Z,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10011,447 WEST   18 STREET,WEST   18 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   18 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-22T02:02:32Z,04 MANHATTAN,1007167503,MANHATTAN,982654,210479,ONLINE,Unspecified,MANHATTAN,40.74439268494238,-74.00575973271519,40.74439268494238,-74.00575973271519,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945407,2021-09-22T02:52:25Z,2021-09-22T03:16:11Z,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10459,DAWSON STREET,DAWSON STREET,DAWSON STREET,INTERVALE AVENUE,DAWSON STREET,INTERVALE AVENUE,INTERSECTION,NA,NA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-22T07:16:16Z,02 BRONX,NA,BRONX,1012727,238119,ONLINE,Unspecified,BRONX,40.82021138356236,-73.89711352192947,40.82021138356236,-73.89711352192947,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945408,2021-09-22T00:55:43Z,2021-09-22T01:08:14Z,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,62 AVENUE B,AVENUE B,EAST    4 STREET,EAST    5 STREET,EAST    4 STREET,EAST    5 STREET,ADDRESS,NEW YORK,AVENUE B,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-09-22T05:08:17Z,03 MANHATTAN,1004000031,MANHATTAN,989138,202873,ONLINE,Unspecified,MANHATTAN,40.72351488052433,-73.98236544241985,40.72351488052433,-73.98236544241985,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945409,2021-09-21T19:38:55Z,NA,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11217,67 HANSON PLACE,HANSON PLACE,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-21T04:00:00Z,02 BROOKLYN,3021140001,BROOKLYN,991212,189006,PHONE,Unspecified,BROOKLYN,40.68545184097977,-73.97489735861946,40.68545184097977,-73.97489735861946,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51945410,2021-09-21T16:00:00Z,2021-09-21T16:00:00Z,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10469,2559 MICKLE AVENUE,MICKLE AVENUE,MACE AVENUE,ALLERTON AVENUE,NA,NA,ADDRESS,BRONX,NA,Open,The Department of Sanitation is in the process of investigating this complaint.,2021-09-21T16:00:00Z,11 BRONX,2044820052,BRONX,1028291,254307,PHONE,Unspecified,BRONX,40.864578751726434,-73.8407750854485,40.864578751726434,-73.8407750854485,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,DSNY Garage,NA,NA,NA,NA
51945411,2021-09-21T18:18:11Z,2021-09-21T19:31:14Z,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,2988 FULTON STREET,FULTON STREET,ELTON STREET,LINWOOD STREET,ELTON STREET,LINWOOD STREET,ADDRESS,BROOKLYN,FULTON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-21T23:31:17Z,05 BROOKLYN,3039550019,BROOKLYN,1016307,187044,ONLINE,Unspecified,BROOKLYN,40.68001128851836,-73.88442258738768,40.68001128851836,-73.88442258738768,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
